Date,Adj Close,Close,High,Low,Open,Volume
2019-12-16 00:00:00+00:00,3191.449951171875,3191.449951171875,3197.7099609375,3183.6298828125,3183.6298828125,4070200000
2019-12-17 00:00:00+00:00,3192.52001953125,3192.52001953125,3198.219970703125,3191.030029296875,3195.39990234375,3842940000
2019-12-18 00:00:00+00:00,3191.139892578125,3191.139892578125,3198.47998046875,3191.139892578125,3195.2099609375,4029950000
2019-12-19 00:00:00+00:00,3205.3701171875,3205.3701171875,3205.47998046875,3192.320068359375,3192.320068359375,3784360000
2019-12-20 00:00:00+00:00,3221.219970703125,3221.219970703125,3225.64990234375,3216.030029296875,3223.330078125,6457480000
2019-12-23 00:00:00+00:00,3224.010009765625,3224.010009765625,3227.780029296875,3222.300048828125,3226.050048828125,3064530000
2019-12-24 00:00:00+00:00,3223.3798828125,3223.3798828125,3226.429931640625,3220.510009765625,3225.449951171875,1296530000
2019-12-26 00:00:00+00:00,3239.909912109375,3239.909912109375,3240.080078125,3227.199951171875,3227.199951171875,2164540000
2019-12-27 00:00:00+00:00,3240.02001953125,3240.02001953125,3247.929931640625,3234.3701171875,3247.22998046875,2429150000
2019-12-30 00:00:00+00:00,3221.2900390625,3221.2900390625,3240.919921875,3216.570068359375,3240.090087890625,3021720000
2019-12-31 00:00:00+00:00,3230.780029296875,3230.780029296875,3231.719970703125,3212.030029296875,3215.179931640625,2894760000
2020-01-02 00:00:00+00:00,3257.85009765625,3257.85009765625,3258.139892578125,3235.530029296875,3244.669921875,3459930000
2020-01-03 00:00:00+00:00,3234.85009765625,3234.85009765625,3246.14990234375,3222.340087890625,3226.360107421875,3484700000
2020-01-06 00:00:00+00:00,3246.280029296875,3246.280029296875,3246.840087890625,3214.639892578125,3217.550048828125,3702460000
2020-01-07 00:00:00+00:00,3237.179931640625,3237.179931640625,3244.909912109375,3232.429931640625,3241.860107421875,3435910000
2020-01-08 00:00:00+00:00,3253.050048828125,3253.050048828125,3267.070068359375,3236.669921875,3238.590087890625,3726840000
2020-01-09 00:00:00+00:00,3274.699951171875,3274.699951171875,3275.580078125,3263.669921875,3266.030029296875,3641230000
2020-01-10 00:00:00+00:00,3265.35009765625,3265.35009765625,3282.989990234375,3260.860107421875,3281.81005859375,3214580000
2020-01-13 00:00:00+00:00,3288.1298828125,3288.1298828125,3288.1298828125,3268.429931640625,3271.1298828125,3459390000
2020-01-14 00:00:00+00:00,3283.14990234375,3283.14990234375,3294.25,3277.18994140625,3285.35009765625,3687620000
2020-01-15 00:00:00+00:00,3289.2900390625,3289.2900390625,3298.659912109375,3280.68994140625,3282.27001953125,3721490000
2020-01-16 00:00:00+00:00,3316.81005859375,3316.81005859375,3317.110107421875,3302.820068359375,3302.969970703125,3540580000
2020-01-17 00:00:00+00:00,3329.6201171875,3329.6201171875,3329.8798828125,3318.860107421875,3323.659912109375,3726220000
2020-01-21 00:00:00+00:00,3320.7900390625,3320.7900390625,3329.7900390625,3316.610107421875,3321.030029296875,4104840000
2020-01-22 00:00:00+00:00,3321.75,3321.75,3337.77001953125,3320.0400390625,3330.02001953125,3623780000
2020-01-23 00:00:00+00:00,3325.5400390625,3325.5400390625,3326.8798828125,3301.8701171875,3315.77001953125,3766710000
2020-01-24 00:00:00+00:00,3295.469970703125,3295.469970703125,3333.179931640625,3281.530029296875,3333.10009765625,3708780000
2020-01-27 00:00:00+00:00,3243.6298828125,3243.6298828125,3258.85009765625,3234.5,3247.159912109375,3831050000
2020-01-28 00:00:00+00:00,3276.239990234375,3276.239990234375,3285.780029296875,3253.219970703125,3255.35009765625,3531570000
2020-01-29 00:00:00+00:00,3273.39990234375,3273.39990234375,3293.469970703125,3271.889892578125,3289.4599609375,3600250000
2020-01-30 00:00:00+00:00,3283.659912109375,3283.659912109375,3285.909912109375,3242.800048828125,3256.449951171875,3790350000
2020-01-31 00:00:00+00:00,3225.52001953125,3225.52001953125,3282.330078125,3214.679931640625,3282.330078125,4529700000
2020-02-03 00:00:00+00:00,3248.919921875,3248.919921875,3268.43994140625,3235.659912109375,3235.659912109375,3760460000
2020-02-04 00:00:00+00:00,3297.590087890625,3297.590087890625,3306.919921875,3280.610107421875,3280.610107421875,3996900000
2020-02-05 00:00:00+00:00,3334.68994140625,3334.68994140625,3337.580078125,3313.75,3324.909912109375,4121480000
2020-02-06 00:00:00+00:00,3345.780029296875,3345.780029296875,3347.9599609375,3334.389892578125,3344.919921875,3887250000
2020-02-07 00:00:00+00:00,3327.7099609375,3327.7099609375,3341.419921875,3322.1201171875,3335.5400390625,3733920000
2020-02-10 00:00:00+00:00,3352.090087890625,3352.090087890625,3352.260009765625,3317.77001953125,3318.280029296875,3462730000
2020-02-11 00:00:00+00:00,3357.75,3357.75,3375.6298828125,3352.719970703125,3365.8701171875,3762940000
2020-02-12 00:00:00+00:00,3379.449951171875,3379.449951171875,3381.469970703125,3369.719970703125,3370.5,3930910000
2020-02-13 00:00:00+00:00,3373.93994140625,3373.93994140625,3385.090087890625,3360.52001953125,3365.89990234375,3500890000
2020-02-14 00:00:00+00:00,3380.159912109375,3380.159912109375,3380.68994140625,3366.14990234375,3378.080078125,3419700000
2020-02-18 00:00:00+00:00,3370.2900390625,3370.2900390625,3375.010009765625,3355.610107421875,3369.0400390625,3750400000
2020-02-19 00:00:00+00:00,3386.14990234375,3386.14990234375,3393.52001953125,3378.830078125,3380.389892578125,3614200000
2020-02-20 00:00:00+00:00,3373.22998046875,3373.22998046875,3389.14990234375,3341.02001953125,3380.449951171875,4019180000
2020-02-21 00:00:00+00:00,3337.75,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000
2020-02-24 00:00:00+00:00,3225.889892578125,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4851160000
2020-02-25 00:00:00+00:00,3128.2099609375,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5596760000
2020-02-26 00:00:00+00:00,3116.389892578125,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5484650000
2020-02-27 00:00:00+00:00,2978.760009765625,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7064710000
2020-02-28 00:00:00+00:00,2954.219970703125,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8569570000
2020-03-02 00:00:00+00:00,3090.22998046875,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6381330000
2020-03-03 00:00:00+00:00,3003.3701171875,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6376510000
2020-03-04 00:00:00+00:00,3130.1201171875,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5073020000
2020-03-05 00:00:00+00:00,3023.93994140625,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5579290000
2020-03-06 00:00:00+00:00,2972.3701171875,2972.3701171875,2985.929931640625,2901.5400390625,2954.199951171875,6555240000
2020-03-09 00:00:00+00:00,2746.56005859375,2746.56005859375,2863.889892578125,2734.429931640625,2863.889892578125,8441290000
2020-03-10 00:00:00+00:00,2882.22998046875,2882.22998046875,2882.590087890625,2734.0,2813.47998046875,7642040000
2020-03-11 00:00:00+00:00,2741.3798828125,2741.3798828125,2825.60009765625,2707.219970703125,2825.60009765625,7431200000
2020-03-12 00:00:00+00:00,2480.639892578125,2480.639892578125,2660.949951171875,2478.860107421875,2630.860107421875,8850810000
2020-03-13 00:00:00+00:00,2711.02001953125,2711.02001953125,2711.330078125,2492.3701171875,2569.989990234375,8299070000
2020-03-16 00:00:00+00:00,2386.1298828125,2386.1298828125,2562.97998046875,2380.93994140625,2508.590087890625,7805450000
2020-03-17 00:00:00+00:00,2529.18994140625,2529.18994140625,2553.929931640625,2367.0400390625,2425.659912109375,8370250000
2020-03-18 00:00:00+00:00,2398.10009765625,2398.10009765625,2453.570068359375,2280.52001953125,2436.5,8799300000
2020-03-19 00:00:00+00:00,2409.389892578125,2409.389892578125,2466.969970703125,2319.780029296875,2393.47998046875,7956100000
2020-03-20 00:00:00+00:00,2304.919921875,2304.919921875,2453.010009765625,2295.56005859375,2431.93994140625,9053950000
2020-03-23 00:00:00+00:00,2237.39990234375,2237.39990234375,2300.72998046875,2191.860107421875,2290.7099609375,7411380000
2020-03-24 00:00:00+00:00,2447.330078125,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000
2020-03-25 00:00:00+00:00,2475.56005859375,2475.56005859375,2571.419921875,2407.530029296875,2457.77001953125,8300010000
2020-03-26 00:00:00+00:00,2630.070068359375,2630.070068359375,2637.010009765625,2500.719970703125,2501.2900390625,7766990000
2020-03-27 00:00:00+00:00,2541.469970703125,2541.469970703125,2615.909912109375,2520.02001953125,2555.8701171875,6201670000
2020-03-30 00:00:00+00:00,2626.64990234375,2626.64990234375,2631.800048828125,2545.280029296875,2558.97998046875,5751120000
2020-03-31 00:00:00+00:00,2584.590087890625,2584.590087890625,2641.389892578125,2571.14990234375,2614.68994140625,6576210000
2020-04-01 00:00:00+00:00,2470.5,2470.5,2522.75,2447.489990234375,2498.080078125,5964000000
2020-04-02 00:00:00+00:00,2526.89990234375,2526.89990234375,2533.219970703125,2455.7900390625,2458.5400390625,6464190000
2020-04-03 00:00:00+00:00,2488.64990234375,2488.64990234375,2538.179931640625,2459.9599609375,2514.919921875,6096970000
2020-04-06 00:00:00+00:00,2663.679931640625,2663.679931640625,2676.85009765625,2574.570068359375,2578.280029296875,6403840000
2020-04-07 00:00:00+00:00,2659.409912109375,2659.409912109375,2756.889892578125,2657.669921875,2738.64990234375,7050410000
2020-04-08 00:00:00+00:00,2749.97998046875,2749.97998046875,2760.75,2663.300048828125,2685.0,5875710000
2020-04-09 00:00:00+00:00,2789.820068359375,2789.820068359375,2818.570068359375,2762.360107421875,2776.989990234375,7899550000
2020-04-13 00:00:00+00:00,2761.6298828125,2761.6298828125,2782.4599609375,2721.169921875,2782.4599609375,5319530000
2020-04-14 00:00:00+00:00,2846.06005859375,2846.06005859375,2851.85009765625,2805.10009765625,2805.10009765625,5615730000
2020-04-15 00:00:00+00:00,2783.360107421875,2783.360107421875,2801.8798828125,2761.5400390625,2795.639892578125,5208000000
2020-04-16 00:00:00+00:00,2799.550048828125,2799.550048828125,2806.510009765625,2764.320068359375,2799.340087890625,5228810000
2020-04-17 00:00:00+00:00,2874.56005859375,2874.56005859375,2879.219970703125,2830.8798828125,2842.429931640625,5804810000
2020-04-20 00:00:00+00:00,2823.159912109375,2823.159912109375,2868.97998046875,2820.429931640625,2845.6201171875,5228630000
2020-04-21 00:00:00+00:00,2736.56005859375,2736.56005859375,2785.5400390625,2727.10009765625,2784.81005859375,5121010000
2020-04-22 00:00:00+00:00,2799.31005859375,2799.31005859375,2815.10009765625,2775.949951171875,2787.889892578125,5084920000
2020-04-23 00:00:00+00:00,2797.800048828125,2797.800048828125,2844.89990234375,2794.260009765625,2810.419921875,5773530000
2020-04-24 00:00:00+00:00,2836.739990234375,2836.739990234375,2842.7099609375,2791.760009765625,2812.639892578125,5382810000
2020-04-27 00:00:00+00:00,2878.47998046875,2878.47998046875,2887.719970703125,2852.889892578125,2854.64990234375,5203930000
2020-04-28 00:00:00+00:00,2863.389892578125,2863.389892578125,2921.14990234375,2860.7099609375,2909.9599609375,5691160000
2020-04-29 00:00:00+00:00,2939.510009765625,2939.510009765625,2954.860107421875,2912.159912109375,2918.4599609375,6645640000
2020-04-30 00:00:00+00:00,2912.429931640625,2912.429931640625,2930.909912109375,2892.469970703125,2930.909912109375,6544980000
2020-05-01 00:00:00+00:00,2830.7099609375,2830.7099609375,2869.090087890625,2821.610107421875,2869.090087890625,4759810000
2020-05-04 00:00:00+00:00,2842.739990234375,2842.739990234375,2844.239990234375,2797.85009765625,2815.010009765625,4735930000
2020-05-05 00:00:00+00:00,2868.43994140625,2868.43994140625,2898.22998046875,2863.550048828125,2868.8798828125,5140290000
2020-05-06 00:00:00+00:00,2848.419921875,2848.419921875,2891.110107421875,2847.64990234375,2883.139892578125,4892570000
2020-05-07 00:00:00+00:00,2881.18994140625,2881.18994140625,2901.919921875,2876.47998046875,2878.260009765625,5178790000
2020-05-08 00:00:00+00:00,2929.800048828125,2929.800048828125,2932.159912109375,2902.8798828125,2908.830078125,4876030000
2020-05-11 00:00:00+00:00,2930.18994140625,2930.18994140625,2944.25,2903.43994140625,2915.4599609375,4819730000
2020-05-12 00:00:00+00:00,2870.1201171875,2870.1201171875,2945.820068359375,2869.590087890625,2939.5,5119630000
2020-05-13 00:00:00+00:00,2820.0,2820.0,2874.139892578125,2793.14990234375,2865.860107421875,6151650000
2020-05-14 00:00:00+00:00,2852.5,2852.5,2852.800048828125,2766.639892578125,2794.5400390625,5651130000
2020-05-15 00:00:00+00:00,2863.699951171875,2863.699951171875,2865.010009765625,2816.780029296875,2829.949951171875,5507700000
2020-05-18 00:00:00+00:00,2953.909912109375,2953.909912109375,2968.090087890625,2913.860107421875,2913.860107421875,6373670000
2020-05-19 00:00:00+00:00,2922.93994140625,2922.93994140625,2964.2099609375,2922.35009765625,2948.590087890625,4984330000
2020-05-20 00:00:00+00:00,2971.610107421875,2971.610107421875,2980.2900390625,2953.6298828125,2953.6298828125,5005380000
2020-05-21 00:00:00+00:00,2948.510009765625,2948.510009765625,2978.5,2938.570068359375,2969.949951171875,4976620000
2020-05-22 00:00:00+00:00,2955.449951171875,2955.449951171875,2956.760009765625,2933.590087890625,2948.050048828125,3970860000
2020-05-26 00:00:00+00:00,2991.77001953125,2991.77001953125,3021.719970703125,2988.169921875,3004.080078125,5848500000
2020-05-27 00:00:00+00:00,3036.1298828125,3036.1298828125,3036.25,2969.75,3015.64990234375,6398000000
2020-05-28 00:00:00+00:00,3029.72998046875,3029.72998046875,3068.669921875,3023.39990234375,3046.610107421875,5447020000
2020-05-29 00:00:00+00:00,3044.31005859375,3044.31005859375,3049.169921875,2998.610107421875,3025.169921875,7297550000
2020-06-01 00:00:00+00:00,3055.72998046875,3055.72998046875,3062.179931640625,3031.5400390625,3038.780029296875,4684170000
2020-06-02 00:00:00+00:00,3080.820068359375,3080.820068359375,3081.070068359375,3051.639892578125,3064.780029296875,5197150000
2020-06-03 00:00:00+00:00,3122.8701171875,3122.8701171875,3130.93994140625,3098.89990234375,3098.89990234375,6005560000
2020-06-04 00:00:00+00:00,3112.35009765625,3112.35009765625,3128.909912109375,3090.409912109375,3111.56005859375,6451290000
2020-06-05 00:00:00+00:00,3193.929931640625,3193.929931640625,3211.719970703125,3163.840087890625,3163.840087890625,8639300000
2020-06-08 00:00:00+00:00,3232.389892578125,3232.389892578125,3233.1298828125,3196.0,3199.919921875,8498300000
2020-06-09 00:00:00+00:00,3207.179931640625,3207.179931640625,3222.7099609375,3193.110107421875,3213.320068359375,6410930000
2020-06-10 00:00:00+00:00,3190.139892578125,3190.139892578125,3223.27001953125,3181.489990234375,3213.419921875,6598870000
2020-06-11 00:00:00+00:00,3002.10009765625,3002.10009765625,3123.530029296875,2999.489990234375,3123.530029296875,7037320000
2020-06-12 00:00:00+00:00,3041.31005859375,3041.31005859375,3088.419921875,2984.469970703125,3071.0400390625,5845330000
2020-06-15 00:00:00+00:00,3066.590087890625,3066.590087890625,3079.760009765625,2965.659912109375,2993.760009765625,5757480000
2020-06-16 00:00:00+00:00,3124.739990234375,3124.739990234375,3153.449951171875,3076.06005859375,3131.0,5845810000
2020-06-17 00:00:00+00:00,3113.489990234375,3113.489990234375,3141.159912109375,3108.030029296875,3136.1298828125,4560450000
2020-06-18 00:00:00+00:00,3115.340087890625,3115.340087890625,3120.0,3093.510009765625,3101.639892578125,4448690000
2020-06-19 00:00:00+00:00,3097.739990234375,3097.739990234375,3155.530029296875,3083.110107421875,3140.2900390625,8346650000
2020-06-22 00:00:00+00:00,3117.860107421875,3117.860107421875,3120.919921875,3079.389892578125,3094.419921875,4686690000
2020-06-23 00:00:00+00:00,3131.2900390625,3131.2900390625,3154.89990234375,3127.1201171875,3138.699951171875,4711850000
2020-06-24 00:00:00+00:00,3050.330078125,3050.330078125,3115.010009765625,3032.1298828125,3114.39990234375,5597680000
2020-06-25 00:00:00+00:00,3083.760009765625,3083.760009765625,3086.25,3024.010009765625,3046.60009765625,4847690000
2020-06-26 00:00:00+00:00,3009.050048828125,3009.050048828125,3073.72998046875,3004.6298828125,3073.199951171875,8107850000
2020-06-29 00:00:00+00:00,3053.239990234375,3053.239990234375,3053.889892578125,2999.739990234375,3018.590087890625,4473970000
2020-06-30 00:00:00+00:00,3100.2900390625,3100.2900390625,3111.510009765625,3047.830078125,3050.199951171875,4705850000
2020-07-01 00:00:00+00:00,3115.860107421875,3115.860107421875,3128.43994140625,3101.169921875,3105.919921875,4449230000
2020-07-02 00:00:00+00:00,3130.010009765625,3130.010009765625,3165.81005859375,3124.52001953125,3143.639892578125,4197720000
2020-07-06 00:00:00+00:00,3179.719970703125,3179.719970703125,3182.590087890625,3155.2900390625,3155.2900390625,4759160000
2020-07-07 00:00:00+00:00,3145.320068359375,3145.320068359375,3184.14990234375,3142.929931640625,3166.43994140625,4571330000
2020-07-08 00:00:00+00:00,3169.93994140625,3169.93994140625,3171.800048828125,3136.530029296875,3153.070068359375,4937310000
2020-07-09 00:00:00+00:00,3152.050048828125,3152.050048828125,3179.780029296875,3115.699951171875,3176.169921875,4843650000
2020-07-10 00:00:00+00:00,3185.0400390625,3185.0400390625,3186.820068359375,3136.219970703125,3152.469970703125,4524190000
2020-07-13 00:00:00+00:00,3155.219970703125,3155.219970703125,3235.320068359375,3149.429931640625,3205.080078125,4902440000
